###Table full name: IDC.IDC_V17.SEGMENTATIONS
[
    SeriesInstanceUID (Type: TEXT; Sample values: ['1.2.276.0.7230010.3.1.3.17436516.653383.1696970728.262449', '1.2.276.0.7230010.3.1.3.17436516.664776.1696970888.933027', '1.2.276.0.7230010.3.1.3.17436516.666590.1696970914.61655', '1.2.276.0.7230010.3.1.3.17436516.651565.1696970702.349014', '1.2.276.0.7230010.3.1.3.17436516.664189.1696970884.510051'])
    SOPInstanceUID (Type: TEXT; Sample values: ['1.3.6.1.4.1.5962.99.1.154767222.292368839.1640832307062.7.0', '1.3.6.1.4.1.5962.99.1.154767222.292368839.1640832307062.35.0', '1.3.6.1.4.1.5962.99.1.2133926228.1619968177.1655696367956.37.0', '1.3.6.1.4.1.5962.99.1.157627571.692579403.1640835167411.42.0', '1.3.6.1.4.1.5962.99.1.157627571.692579403.1640835167411.7.0'])
    DoseReferenceUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    GridFocalDistance (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    OriginalImageIdentification (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    ClinicalTrialSeriesID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    GantryID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    PatientName (Type: VARIANT; Sample values: ['{\n  "Alphabetic": {\n    "FamilyName": "C3N-01088"\n  }\n}', '{\n  "Alphabetic": {\n    "FamilyName": "C3N-01088"\n  }\n}', '{\n  "Alphabetic": {\n    "FamilyName": "C3N-01088"\n  }\n}', '{\n  "Alphabetic": {\n    "FamilyName": "C3N-01088"\n  }\n}', '{\n  "Alphabetic": {\n    "FamilyName": "C3N-01088"\n  }\n}'])
    StorageMediaFileSetUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    TransactionUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    RadionuclideTotalDose (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    DoseGridScaling (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ClinicalTrialSponsorName (Type: TEXT; Sample values: ['CPTAC', 'CPTAC', 'CPTAC', 'CPTAC', 'CPTAC'])
    PaletteColorLookupTableUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    SourcePatientGroupIdentificationSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    ProtocolName (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ReasonForRequestedProcedureCodeSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    ReferencedSOPInstanceUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ImagedVolumeWidth (Type: FLOAT; Sample values: ['26.579559326171875', '64.6104965209961', 'nan', '64.6104965209961', '32.486236572265625'])
    ImplementationVersionName (Type: TEXT; Sample values: ['PIXELMEDJAVA001', 'PIXELMEDJAVA001', 'PIXELMEDJAVA001', 'PIXELMEDJAVA001', 'PIXELMEDJAVA001'])
    CodingSchemeIdentificationSequence (Type: VARIANT; Sample values: ['[\n  {\n    "CodingSchemeDesignator": "DCM",\n    "CodingSchemeName": "DICOM Controlled Terminology",\n    "CodingSchemeRegistry": "HL7",\n    "CodingSchemeUID": "1.2.840.10008.2.16.4"\n  },\n  {\n    "CodingSchemeDesignator": "SCT",\n    "CodingSchemeName": "SNOMED CT using SNOMED-CT style values",\n    "CodingSchemeRegistry": "HL7",\n    "CodingSchemeUID": "2.16.840.1.113883.6.96"\n  }\n]', '[\n  {\n    "CodingSchemeDesignator": "DCM",\n    "CodingSchemeName": "DICOM Controlled Terminology",\n    "CodingSchemeRegistry": "HL7",\n    "CodingSchemeUID": "1.2.840.10008.2.16.4"\n  },\n  {\n    "CodingSchemeDesignator": "SCT",\n    "CodingSchemeName": "SNOMED CT using SNOMED-CT style values",\n    "CodingSchemeRegistry": "HL7",\n    "CodingSchemeUID": "2.16.840.1.113883.6.96"\n  }\n]', '[\n  {\n    "CodingSchemeDesignator": "DCM",\n    "CodingSchemeName": "DICOM Controlled Terminology",\n    "CodingSchemeRegistry": "HL7",\n    "CodingSchemeUID": "1.2.840.10008.2.16.4"\n  },\n  {\n    "CodingSchemeDesignator": "SCT",\n    "CodingSchemeName": "SNOMED CT using SNOMED-CT style values",\n    "CodingSchemeRegistry": "HL7",\n    "CodingSchemeUID": "2.16.840.1.113883.6.96"\n  }\n]', '[\n  {\n    "CodingSchemeDesignator": "DCM",\n    "CodingSchemeName": "DICOM Controlled Terminology",\n    "CodingSchemeRegistry": "HL7",\n    "CodingSchemeUID": "1.2.840.10008.2.16.4"\n  },\n  {\n    "CodingSchemeDesignator": "SCT",\n    "CodingSchemeName": "SNOMED CT using SNOMED-CT style values",\n    "CodingSchemeRegistry": "HL7",\n    "CodingSchemeUID": "2.16.840.1.113883.6.96"\n  }\n]', '[\n  {\n    "CodingSchemeDesignator": "DCM",\n    "CodingSchemeName": "DICOM Controlled Terminology",\n    "CodingSchemeRegistry": "HL7",\n    "CodingSchemeUID": "1.2.840.10008.2.16.4"\n  },\n  {\n    "CodingSchemeDesignator": "SCT",\n    "CodingSchemeName": "SNOMED CT using SNOMED-CT style values",\n    "CodingSchemeRegistry": "HL7",\n    "CodingSchemeUID": "2.16.840.1.113883.6.96"\n  }\n]'])
    ScheduledProtocolCodeSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    AdmittingDiagnosesCodeSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    ReceiveCoilName (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    GridFrameOffsetVector (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    LargestValidPixelValue (Type: NUMBER; Sample values: ['None', 'None', 'None', 'None', 'None'])
    CollimatorGridName (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ReferencedGeneralPurposeScheduledProcedureStepTransactionUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    DerivationCodeSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    RelatedFrameOfReferenceUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ClinicalTrialSiteName (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    StudyInstanceUID (Type: TEXT; Sample values: ['2.25.58706717250894429958007117275973416179', '2.25.58706717250894429958007117275973416179', '2.25.58706717250894429958007117275973416179', '2.25.58706717250894429958007117275973416179', '2.25.58706717250894429958007117275973416179'])
    SynchronizationFrameOfReferenceUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    DigitalSignatureUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ReferringPhysicianName (Type: VARIANT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    PatientIdentityRemoved (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ClinicalTrialSubjectReadingID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    IssuerOfPatientIDQualifiersSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    PatientID (Type: TEXT; Sample values: ['C3N-01088', 'C3N-01088', 'C3N-01088', 'C3N-01088', 'C3N-01088'])
    RequestedProcedureCodeSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    DeviceUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ClinicalTrialCoordinatingCenterName (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ImageID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    SecondaryCaptureDeviceManufacturerModelName (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    SmallestValidPixelValue (Type: NUMBER; Sample values: ['None', 'None', 'None', 'None', 'None'])
    PatientOrientationCodeSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    DimensionOrganizationUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    AveragePulseWidth (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ClinicalTrialProtocolID (Type: TEXT; Sample values: ['CPTAC-CCRCC', 'CPTAC-CCRCC', 'CPTAC-CCRCC', 'CPTAC-CCRCC', 'CPTAC-CCRCC'])
    SequenceName (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    StudyPriorityID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    CreatorVersionUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ReferencedFrameOfReferenceUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    DetectorManufacturerName (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    RequestedProcedureID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    InterpretationTypeID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    RecognitionCode (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    PerformedProcedureCodeSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    PerformedProcedureStepID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ContextGroupExtensionCreatorUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    PatientGantryRelationshipCodeSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    LargePaletteColorLookupTableUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    DeidentificationMethodCodeSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    InterpretationStatusID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    UID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ManufacturerModelName (Type: TEXT; Sample values: ['Aperio converted by com.pixelmed.convert.TIFFToDicom', 'Aperio converted by com.pixelmed.convert.TIFFToDicom', 'Aperio converted by com.pixelmed.convert.TIFFToDicom', 'Aperio converted by com.pixelmed.convert.TIFFToDicom', 'Aperio converted by com.pixelmed.convert.TIFFToDicom'])
    MultiCoilElementName (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ScheduledProcedureStepID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ReferencedSOPClassUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    PersonName (Type: VARIANT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    StructureSetName (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    WindowCenterWidthExplanation (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    StackID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    AnnotationDisplayFormatID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    FiducialUID (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    VerifyingObserverName (Type: VARIANT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ProcedureCodeSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    VideoImageFormatAcquired (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    PulseSequenceName (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    CompressionCode (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ReferencedSOPInstanceUIDInFile (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    MappingResourceIdentificationSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    TemporalPositionIdentifier (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    InstitutionName (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    CoincidenceWindowWidth (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    SeriesDescription (Type: TEXT; Sample values: ['HE tumor', 'HE tumor', 'HE tumor', 'HE tumor', 'HE tumor'])
    Columns (Type: NUMBER; Sample values: ['240', '1600', '666', '1600', '240'])
    Type (Type: TEXT; Sample values: ['CREATE', 'CREATE', 'CREATE', 'CREATE', 'CREATE'])
    InstanceNumber (Type: TEXT; Sample values: ['1', '6', '5', '7', '1'])
    EchoNumbers (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    RecognizableVisualFeatures (Type: TEXT; Sample values: ['NO', 'NO', 'NO', 'NO', 'NO'])
    Tagging (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    Rows (Type: NUMBER; Sample values: ['240', '629', '716', '629', '240'])
    SpectrallySelectedExcitation (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    SeriesDate (Type: DATE; Sample values: ['2018-04-27', '2018-04-27', '2018-04-27', '2018-04-27', '2018-04-27'])
    TomoAngle (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ContentSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    SequenceVariant (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    ContentTemplateSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    SpecificCharacterSet (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    SegmentedKSpaceTraversal (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    Trim (Type: TEXT; Sample values: ['None', 'None', 'None', 'None', 'None'])
    ReferencedRawDataSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    ReferencedSeriesSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
    RelatedSeriesSequence (Type: VARIANT; Sample values: ['[]', '[]', '[]', '[]', '[]'])
]

--------------------------------------------------

###Table full name: IDC.IDC_V17.AUXILIARY_METADATA
[
    SeriesInstanceUID (Type: TEXT; Sample values: ['1.3.6.1.4.1.14519.5.2.1.7695.4164.100929779510512848238254512097', '1.3.6.1.4.1.14519.5.2.1.7695.4164.100929779510512848238254512097', '1.3.6.1.4.1.14519.5.2.1.7695.4164.100929779510512848238254512097', '1.3.6.1.4.1.14519.5.2.1.7695.4164.100929779510512848238254512097', '1.3.6.1.4.1.14519.5.2.1.7695.4164.100929779510512848238254512097']; Description: DICOM series containing this instance)
    SOPInstanceUID (Type: TEXT; Sample values: ['1.3.6.1.4.1.14519.5.2.1.7695.4164.784850890634822414222832957135', '1.3.6.1.4.1.14519.5.2.1.7695.4164.166527479339466134062467856450', '1.3.6.1.4.1.14519.5.2.1.7695.4164.227440160180778953226675332234', '1.3.6.1.4.1.14519.5.2.1.7695.4164.267897853011778859581783671016', '1.3.6.1.4.1.14519.5.2.1.7695.4164.331545318411104179804799741788']; Description: DICOM instance containing this instance version)
    collection_revised_idc_version (Type: NUMBER; Sample values: ['10', '10', '10', '10', '10']; Description: The IDC version in which this version of the collection containing this instance first appeared)
    license_long_name (Type: TEXT; Sample values: ['Creative Commons Attribution 4.0 International License', 'Creative Commons Attribution 4.0 International License', 'Creative Commons Attribution 4.0 International License', 'Creative Commons Attribution 4.0 International License', 'Creative Commons Attribution 4.0 International License']; Description: Long name of license of this analysis result)
    series_revised_idc_version (Type: NUMBER; Sample values: ['10', '10', '10', '10', '10']; Description: The IDC version in which this version of the series containing this instance first appeared)
    instance_revised_idc_version (Type: NUMBER; Sample values: ['10', '10', '10', '10', '10']; Description: The IDC version in which this instance first appeared)
    collection_name (Type: TEXT; Sample values: ['ACRIN-6698', 'ACRIN-6698', 'ACRIN-6698', 'ACRIN-6698', 'ACRIN-6698']; Description: Collection name as used externally by IDC webapp)
    idc_case_id (Type: TEXT; Sample values: ['597dd9e0-b18f-45ec-8f9f-fde45f927978', '597dd9e0-b18f-45ec-8f9f-fde45f927978', '597dd9e0-b18f-45ec-8f9f-fde45f927978', '597dd9e0-b18f-45ec-8f9f-fde45f927978', '597dd9e0-b18f-45ec-8f9f-fde45f927978']; Description: IDC assigned UUID4 id of this version of the case/patient containing this instance)
    tcia_api_collection_id (Type: TEXT; Sample values: ['ACRIN-6698', 'ACRIN-6698', 'ACRIN-6698', 'ACRIN-6698', 'ACRIN-6698'])
    patient_init_idc_version (Type: NUMBER; Sample values: ['10', '10', '10', '10', '10']; Description: The IDC version in which the patient/case containing this instance first appeared)
    collection_id (Type: TEXT; Sample values: ['acrin_6698', 'acrin_6698', 'acrin_6698', 'acrin_6698', 'acrin_6698']; Description: Collection ID as used internally by IDC webapp and accepted by the IDC API)
    StudyInstanceUID (Type: TEXT; Sample values: ['1.3.6.1.4.1.14519.5.2.1.7695.4164.205849350381621543824875482470', '1.3.6.1.4.1.14519.5.2.1.7695.4164.205849350381621543824875482470', '1.3.6.1.4.1.14519.5.2.1.7695.4164.205849350381621543824875482470', '1.3.6.1.4.1.14519.5.2.1.7695.4164.205849350381621543824875482470', '1.3.6.1.4.1.14519.5.2.1.7695.4164.205849350381621543824875482470']; Description: DICOM study containing this instance)
    study_revised_idc_version (Type: NUMBER; Sample values: ['10', '10', '10', '10', '10']; Description: The IDC version in which this version of the study containing this instance first appeared)
    study_final_idc_version (Type: NUMBER; Sample values: ['0', '0', '0', '0', '0']; Description: The IDC version in which this version of the study containing this instance last appeared. If 0, thise is the current version.)
    instance_final_idc_version (Type: NUMBER; Sample values: ['0', '0', '0', '0', '0']; Description: The IDC version in which this instance last appeared. If 0, thise is the current version.)
    idc_webapp_collection_id (Type: TEXT; Sample values: ['acrin_6698', 'acrin_6698', 'acrin_6698', 'acrin_6698', 'acrin_6698'])
    instance_uuid (Type: TEXT; Sample values: ['f4cce939-f17b-479a-927f-afe61415704b', '526a80c9-dd6e-40ec-b1af-f774a527c172', '3c009ef4-cb40-4b6b-af94-af78efd232c4', '2337058b-9410-4954-8762-157fb661da14', 'ebd07430-2af7-4279-98f2-77c959ba5e42']; Description: UUID of this version of this instance)
    series_final_idc_version (Type: NUMBER; Sample values: ['0', '0', '0', '0', '0']; Description: The IDC version in which this version of the series containing this instance last appeared. If 0, thise is the current version.)
    series_init_idc_version (Type: NUMBER; Sample values: ['10', '10', '10', '10', '10']; Description: The IDC version in which the series containing this instance first appeared)
    license_short_name (Type: TEXT; Sample values: ['CC BY 4.0', 'CC BY 4.0', 'CC BY 4.0', 'CC BY 4.0', 'CC BY 4.0']; Description: Short name of license of this analysis result)
    instance_init_idc_version (Type: NUMBER; Sample values: ['10', '10', '10', '10', '10']; Description: The IDC version in which this instance first appeared)
    study_init_idc_version (Type: NUMBER; Sample values: ['10', '10', '10', '10', '10']; Description: The IDC version in which the study containing this instance first appeared)
    series_uuid (Type: TEXT; Sample values: ['5094daf6-7d83-435f-abf2-eb5f47675b66', '5094daf6-7d83-435f-abf2-eb5f47675b66', '5094daf6-7d83-435f-abf2-eb5f47675b66', '5094daf6-7d83-435f-abf2-eb5f47675b66', '5094daf6-7d83-435f-abf2-eb5f47675b66']; Description: UUID of this version of the series containing this instance)
    submitter_case_id (Type: TEXT; Sample values: ['ACRIN-6698-317641', 'ACRIN-6698-317641', 'ACRIN-6698-317641', 'ACRIN-6698-317641', 'ACRIN-6698-317641']; Description: Patient ID assigned by submitter of this data)
    collection_init_idc_version (Type: NUMBER; Sample values: ['10', '10', '10', '10', '10']; Description: The IDC version in which the collection containing this instance first appeared)
    patient_revised_idc_version (Type: NUMBER; Sample values: ['10', '10', '10', '10', '10']; Description: The IDC version in which this version of the patient/case containing this instance first appeared)
    study_uuid (Type: TEXT; Sample values: ['79bed30c-99bb-466c-90b1-1b4347d02c9b', '79bed30c-99bb-466c-90b1-1b4347d02c9b', '79bed30c-99bb-466c-90b1-1b4347d02c9b', '79bed30c-99bb-466c-90b1-1b4347d02c9b', '79bed30c-99bb-466c-90b1-1b4347d02c9b']; Description: UUID of this version of the study containing this instance)
    series_instances (Type: NUMBER; Sample values: ['53', '53', '53', '53', '53']; Description: Number of instances in the version of the study containing this instance)
    series_hash (Type: TEXT; Sample values: ['1ecfadceef1b36497a2c2e6bb1a4c173', '1ecfadceef1b36497a2c2e6bb1a4c173', '1ecfadceef1b36497a2c2e6bb1a4c173', '1ecfadceef1b36497a2c2e6bb1a4c173', '1ecfadceef1b36497a2c2e6bb1a4c173']; Description: md5 hash of the data in the this version of the series containing this instance)
]

--------------------------------------------------

###Table full name: IDC.IDC_V17.MEASUREMENT_GROUPS
[
    segmentationInstanceUID (Type: TEXT; Sample values: ['1.2.276.0.7230010.3.1.4.0.63809.1553350406.821822', '1.2.276.0.7230010.3.1.4.0.25559.1553308683.864333', '1.2.276.0.7230010.3.1.4.0.54402.1553339996.524584', '1.2.276.0.7230010.3.1.4.0.45633.1553330307.64026', '1.2.276.0.7230010.3.1.4.0.16780.1553299484.733680'])
    segmentationSegmentNumber (Type: VARIANT; Sample values: ['[\n  1\n]', '[\n  1\n]', '[\n  1\n]', '[\n  1\n]', '[\n  1\n]'])
    trackingUniqueIdentifier (Type: TEXT; Sample values: ['2.25.23486147279250282548479958366624720415557115703535527581314', '2.25.39603594466483810411474193708814402812465485745022332832798', '2.25.11760049005319165584581178713957517898501242486959685542497', '2.25.12857862990104457469433829258906539560562645681267096808372', '2.25.65504700957192189911990436080322126398555685980592455955404'])
    SOPInstanceUID (Type: TEXT; Sample values: ['1.2.276.0.7230010.3.1.4.0.63810.1553350410.105043', '1.2.276.0.7230010.3.1.4.0.25560.1553308686.625598', '1.2.276.0.7230010.3.1.4.0.54403.1553339998.68552', '1.2.276.0.7230010.3.1.4.0.45634.1553330309.660311', '1.2.276.0.7230010.3.1.4.0.16781.1553299486.189951'])
    sourceSegmentedSeriesUID (Type: TEXT; Sample values: ['1.3.6.1.4.1.14519.5.2.1.6279.6001.117040183261056772902616195387', '1.3.6.1.4.1.14519.5.2.1.6279.6001.693480911433291675609148051914', '1.3.6.1.4.1.14519.5.2.1.6279.6001.259453428008507791234730686014', '1.3.6.1.4.1.14519.5.2.1.6279.6001.226564372605239604660221582288', '1.3.6.1.4.1.14519.5.2.1.6279.6001.268992195564407418480563388746'])
    trackingIdentifier (Type: TEXT; Sample values: ['Nodule 1', 'Nodule 1', 'Nodule 1', 'Nodule 1', 'Nodule 1'])
    PatientID (Type: TEXT; Sample values: ['LIDC-IDRI-0912', 'LIDC-IDRI-0405', 'LIDC-IDRI-0786', 'LIDC-IDRI-0662', 'LIDC-IDRI-0273'])
    SeriesDescription (Type: TEXT; Sample values: ['Nodule 1 - Annotation 15103 evaluations', 'Nodule 1 - Annotation 78504 evaluations', 'Nodule 1 - Annotation 11229 evaluations', 'Nodule 1 - Annotation 7205 evaluations', 'Nodule 1 - Annotation 174640 evaluations'])
